,Email Text,Email Type
985,"latex on pc 's last month i posted a query about latex on pcs . here 's a summary of the responses i got and my own experience in making my choice ( gtex ) work ( if you plan to adopt gtex , especially for windows nt , be sure to read my comments - - it will save you time . . . ) first , i 'd like to thank the following persons for proving , yet again , the power of the virtual community : alderson @ netcom . com ( richard m . alderson iii ) mark robert hale ( hale1 @ alcor . concordia . ca ) michael covington ( mcovingt @ ai . uga . edu ) stewart nichols ( nichols @ ccwf . cc . utexas . edu ) knappen @ vkpmzd . kph . uni - mainz . de ( j "" org knappen ) sl70 @ musuko . spc . uchicago . edu ( stuart luppescu ) achim @ chianti . philosophie . uni-stuttgart . de ( achim stein ) terdoest @ cs . utwente . nl ( hugo ter doest ) wilhelm weisweber ( ww @ cs . tu-berlin . de ) alex schoenmakers ( alex . schoenmakers @ ccl . kuleuven . ac . be ) peter - arno coppen ( u250005 @ vm . uci . kun . nl ) koontz @ alpha . bldr . nist . gov ( john e . koontz ) syang @ uvvm . uvic . ca ( suying yang ) robert dale ( rdale @ microsoft . com ) alfredo arnaiz ( arnaiz @ scf . usc . edu ) c . l . thiersch @ kub . nl ( craig thiersch ) alice drewery ( alice @ cogsci . edinburgh . ac . uk ) all the messages were extremly helpful . they provided fairly detailed information and many offered further help if i needed it . thanks ! i have divided the information into the following categories : 1 . general tex info 2 . the unix option 3 . the commercial option 4 . the mac option 5 . emtex 6 . gtex ( including my own experience in installing and using it ) hope it is useful for others as well . ami kronfeld natural language inc . 1 ) general tex info - - - - - - - - - - - - - - - - - - - - "" you might want to check out the usenet group comp . tex . tex , and its faq . also , the book mking tex work , by norman walsh , from o'reilly associates . "" "" you can also check out the tex archives on the us ctan site : ftp . shsu . edu . "" "" the most comprehensive distribution is called 4alltex , it 's available at the standard ctan - archive sites ( like ftp . shsu . edu ) and on the cd - rom "" snapshot "" of same from prime time ( prime time texcetera ) . "" special thanks to suying yang who sent a very useful page from walsh 's _ making tex work _ . here it is : tex and the other programs mentioned in this book are available from a number of places . it 's impossible to list all of the places where you might find any given tool , but there is one place where you will almost certainly find every tool : the comprehensive tex archive network ( ctan ) . this network is a fully-mirrored anonymous ftp hierarchy on three continents . always use the ftp site that is geographically closest to you . the following table lists the current members of ctan as of july 1993 : % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % location site ip address top level directory united states ftp . shsu . edu 192 . 92 . 115 . 10 / tex-archive england ftp . tex . ac . uk 131 . 151 . 79 . 32 / tex-archive germany ftp . uni-stuugart . de 129 . 69 . 8 . 13 / tex-archive % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % you may also access the ctan archives by electronic mail if you do not have ftp access . for up-to - date instructions about the mail server , send the single-line message help to : fileserv @ shsu . edu . where are the files ? every ctan mirror site has the same well-organized directory structure . the top-level directory also contains a complete catalog of current files organized by name , date , and size . the catalogs are named files . byname , files . bydate , and files . bysize , respectively , in the top level directory . the top-level directory contains the following subdirectories : % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % directory description of contents tools archiving tools ( unzip , tar , compress , etc . ) biblio tools for maintaining bibliographic databases digests electronic digests ( texhax , uktex , etc . ) info free documentation , many good guides dviware printing and previewing software fonts fonts fo tex graphics software for working with pictures and figures help online help files , etc . indexing indexing and glossary building tools language multi - national language support macros macro packages and stule files misc stuff that does n't fit in any other category support tools for running and supporting tex systems os - specific programs and files web sources for tex programs ( in web ) % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % the archives at ftp . shsu . edu and ftp . tex . ac . uk also support gopher access to the archives . the uk gopher supports indexed access to the archives . a world wide web ( hypertext ) interface to the archives is available from : http : / / jasper . ora . com / ctan / ctan . html this interface includes brief descriptions of many packages and the ability to perform keyword and date searches . 2 ) the unix option : - - - - - - - - - - - - - - - - - - - many have pointed out that i could run linux ( freely distributed unix clone ) on my pc , and that it has great tex support ( ntex 1 . 3 ) . this turned out to be impractical for me . but it is an option i did not know existed : "" check out freebsd , freely downloadable from ftp . freebsd . org , or available as a cdrom from cdrom . com ( about $ 40 or less ) . you can maintain dos and unix on the same hardware and switch between the two , and therefore have your latex , too . "" 3 ) the commercial option : - - - - - - - - - - - - - - - - - - - - - - - - - - "" there is a commercial version of ( la ) tex available for pcs from y&y , who just today have announced a sales-help @ yandy . com ( among other addresses ) . "" "" re your linguist query - - we looked at the blurb describing both y&y tex and truetex and chose the former . "" for info on truetex email richard j . kinch ( kinch @ netcom . com ) ; for info on y&y tex email louis vosloo ( 71172 . 524 @ compuserve . com ) . both are in the $ 400 - - 500 area from memory . seemed to me that y&y tex was a bit more abreast of changes ( like latex 2e ) than truetex but you 'd be best to get info from both of course to make up your own mind . "" 4 ) latex on the mac - - - - - - - - - - - - - - - - - - - "" if you are not set on an intel - based processor , oztex 1 . 8 is the best shareware version for the mac , while textures ( from blue sky ) is a highly regarded commercial implementation . "" "" i ' ve used textures for years on a mac and still have n't seen anything to compare in terms of ease of integration of graphics . "" 5 ) emtex - - - - - - - - - emtex seems to be the overall favorite for dos machines . it is said to be much more widely used ( than gtex ) and easier to install . a summary of how you can get it : "" the most painless way to get latex on your pc is to download emtex from the university of georgia ( ai . uga . edu , / pub / emtex ) . we give additional installation instructions besides those provided by the author . "" other cites : ftp . rus . uni-stuttgart . de / pub / tex / sytems / msdos / emtex and emtex-fonts ponder . csci . unt . edu [ 129 . 120 . 3 . 16 ] pub / tex / emtex ymir . claremont . edu [ 134 . 173 . 4 . 23 ] [ anonymous . tex . ibm _ pc . emtex ] there was also a particular enthusiastic endorsment of emtex for emacs users on os / 2 : "" i use the os / 2 version [ of emtex ] which is truly excellent ( not being limited by memory , it is much better than the dos version ) . there are also available for os / 2 , a graphical dvi viewer ( dvipm ) , ghostscript , dvips , etc . in addition , em has ported gnu emacs to os / 2 ( the current version is 19 . 27 ) . imho , if you are going to work in latex , you should be using emacs in latex mode as your editor . emacs + emtex under os / 2 has pretty much supplanted other use of word processing software "" 6 ) gtex - - - - - - - - the gtex package was said to be more complete ( amslatex , amstex , dviwin etc . ) and more windows - friendly than emtex . this is , more or less , what sold me on it . i got it from : gtex ftp . shsu . edu / tex-archive / systems / msdos / gtex1 . 0 for ms windows / dos users . microemacs for windows is the host interface whose menus allow easy access to tex / metafont / amspell / bibtex / etc . also included are complete macro sets for plain tex , latex , nfss , e - tex , amslatex , and amstex . one person who responded to my query commented that gtex is less mature than emtex . i must say that he is probably right . installation took me much longer than i anticipated . here is a summary of the problems and their workarounds : 1 ) to begin with , the main tex . exe in the base directory does not accept arguments . i may have missed something , but i could not make latex work by the standard $ ) tex &lplain ( file-name > what i got was simply the tex environment . i could , of course , load lplain at this point and then load my file . but this is rather cumbersome . i found a workaround through micro-emacs , which is part of the package . 2 ) i did n't realize that if you unzip latex2e after unzipping latex , you clobber some of the latex 2 . 09 . sty files ( and you cannot use latex 2 . 09 as a result ) . there is a ( rather complex ) workaround and if you need latex2e only to begin with you are in good shape . however , it turned out that when you run latex2e . bat in the texfmts directory ( to generate the . fmt file for latex2e ) the name of the fmt file is latex . fmt , but it turned out that micro-emacs package expects a totally different fmt file for latex2e , namely a file called nfss2ltx . fmt . even changing the relevant bat file does not solve the problem . the only workaround i could find was to copy latex . fmt as nfss2ltx . fmt ( in short , if you do n't want the hassle , install latex only ) . 3 ) the dviwin package for both previewing and printing ( written by hipocrates sendoukas ) is rather nice . the feature that generates missing fonts automatically is particularly useful if your disk space is limited . however setting this option to work right was difficult and the documentation is not very helpful . if you run under windows nt ( as i do ) this is what you need to do : o select options / missing fonts . . . o select the third option ( append line to file and execute command ) o in the line text box write : call genpk $ f $ m $ x $ y $ x $ y $ d $ p $ e o in the file text box write : x : \ ( temp-dir ) \ < batch-file . bat > where x : is your hard drive , temp-dir is the value of your temp environment variable and batch-file is an arbitrary name for a batch file that will generatte missing fonts . for example , i use the following text : c : \ temp \ missing . bat o in the cmd text box write : genallnt . bat $ ( temp ) \ missing . bat where temp is the environment variable that contains the name of the directory in the file text box . note that in the cmd text box you need to use an environment variable ( you have to ) while in the file text box you cannot ( you must specify the literal name of the temp directory ) . it took me a while to figure this out and it was n't fun . if you do it wrong , dviwin takes control over your entire operating system , firing up and killing dos widows in rapid succession . you cannot even use nt 's task list to kill the runaway process .",Safe Email
986,"the perfect gift , buy him a piaget watch indulge yourself , buy a tag heuer watch all watches arrive in a luxury gift box - the perfect gift ! we have in stock watches like : breguet bmw dior please 0 . r . d . e . r here : http : / / 037 . edvanlcedwanow 4 right . com q . . u . . i . . t : http : / / 037 . edva 3 ncedwanow 45 right . com / rm",Phishing Email
987,"re : ed krapels louise , thanks . his e - mail address is ekrapels @ esaibos . com . the company coordinates are as follows : esai 301 edgewater place , suite 108 wakefield , ma 01880 ( 781 ) 245 - 2036 ( 781 ) 245 - 8706 vince louise kitchen 02 / 11 / 2000 05 : 13 pm to : vince j kaminski / hou / ect @ ect cc : subject : re : ed krapels absolutely - i can ' t find the previous email but it may have been lost during the few days they moved my email box from london to houston - i know i had a lot of lost emails - do you have his phone number and email and we can sort out a password for a few days for him too . louise vince j kaminski 10 / 02 / 2000 22 : 15 to : louise kitchen / lon / ect @ ect cc : vince j kaminski / hou / ect @ ect subject : ed krapels louise , some time ago i sent you a message regarding ed krapels . he is writing a book on energy commodity markets and would like to learn more about eol . can you give him a call and chat with him for 10 minutes . he is a good friend of enron and it would be free ad for us . vince",Safe Email
988,"re : el paso - - - - - original message - - - - - from : yoder , christian sent : wednesday , august 29 , 2001 9 : 38 am to : choi , paul ; foster , chris h . ; semperger , cara ; gang , lisa ; symes , kate ; williams iii , bill ; rawson , lester ; rosman , stewart cc : hall , steve c . ( legal ) subject : el paso here is a confirm that is designed to go under our eei agreement with el paso . if signed , it would entirely replace our old services consulting agreement with el paso . please read the document from a business perspective . do not worry too much about the legal boilerplate , of which there is plenty . at the end of the day , the document should contain what you guys think you are doing with el paso from a common sense perspective . pushing all the ( very important ) legal boilerplate aside : do you see our deal in these words ? ? please let me know your comments . thanks very much - - - - cgy",Safe Email
989,"if you get this message tonight - can you please bring the striped sample you have from pat mcdonnell ? he needs it to match a rug for you . also , should i cancel my vacation for next week ? tammie schoppe enron americas - office of the chair assistant to louise kitchen 713 . 853 . 4220 office 713 . 646 . 8562 fax 713 . 253 . 2131 mobile",Safe Email
990,"re : trading algorithms andy , sounds good . one comment : vasant is swamped with work coordinating several high profile projects . bob is very productive and thorough and will get a lot of support internally from other members of the group : this contribution may not be directly visible but it will be still very important . we appreciate your hands - on involvement . it ' s always the most important condition of a successful project to have direct and frequent interaction with the customer . look fwd to working on this project . vince from : andy zipper / enron @ enronxgate on 04 / 18 / 2001 01 : 57 pm to : jay webb / enron @ enronxgate , vince j kaminski / hou / ect @ ect cc : subject : trading algorithms guys , here is what i took away from our meeting : 1 ) . research will continue working on custom reporting off of enrononline data . 2 ) . research will continue working on market analysis off of enrononline data 3 ) . research will a contribute a resource to the trading algorithm effort , presumably one at this point in time . i would prefer it to be vasant but i am flexible . the trading algorithm group will be run by the enrononline team with its product reviewed by research . it is my belief that projects like this require a firm commercial hand in their infancy to make sure they stay on the right track . if this presents a problem for anyone please let me know so that we can discuss . thanks , andy",Safe Email
991,"confidence is back hello , my boyfriend began having problems with erections ( he ' s older ) and i suggested he look into vlagrra softtabs . boy , am i glad he did ! the first time he tried it , one 50 mg piil did nothing so he took another and that was a mistake . three hours later he was still rock hard and had come multiple times ( so had i ) ! ! since then a single 50 mg dose does ithe first of these was that he should have been brought to trial att very well - - he ' s now good for almost 2 hours of good hard sex that leaves both of us worn out . - bobbie , 21 female usa try it with pharmacybymail shop . http : / / dusked . biz / cs / ? aa rockky",Phishing Email
992,"brand name and generic tablets duplicity offset prosper microcosm square bury medications from the comfort of our home ! simple , quick and affordable ! we deliver quality medications to your door ! stop getting brochures here counterproductive either fennel collinear entrepreneurial missy",Phishing Email
993,"use Perl Daily Headline MailerMailing List Judo movie available
    posted by gnat on Wednesday October 02, @12:47 (news)
    http://use.perl.org/article.pl?sid=02/10/02/1647249Conference Presentation Judo movie available
    posted by gnat on Wednesday October 02, @18:56 (news)
    http://use.perl.org/article.pl?sid=02/10/02/2257211
Copyright 1997-2002 pudge.  All rights reserved.
======================================================================You have received this message because you subscribed to it
on use Perl.  To stop receiving this and other
messages from use Perl, or to add more messages
or change your preferences, please go to your user page.	http://use.perl.org/my/messages/You can log in and change your preferences from there.
",Safe Email
994,"re : offer ken , either is really fine with me . i ' m glad to have you coming . i will be out of the office on nov . 21 and the 22 nd is likely to be a short day for most people , so starting on nov . 27 would probably work the best for us . - - stinson kenneth parkhill on 11 / 10 / 2000 03 : 59 : 42 pm to : "" stinson gibner ( e - mail ) "" cc : subject : offer stinson , i have talked with folks here at fn , and i am happy to say that may be able to start at enron as soon as monday november 20 , the week of thanksgiving . i am in the process of wrapping up my existing projects , but it appears that things are coming together well , and i may be able to leave a little earlier than i had thought . would you prefer that i start the week after thanksgiving ? ken kenneth l . parkhill , p . e . , ph . d . freese & nichols , inc . 4055 international plaza , suite 200 fort worth , texas 76109 - 4895 817 . 735 . 7391 817 . 735 . 7491 ( fax )",Safe Email
995,"summary : "" grasshopper mind "" short answer : "" grasshopper mind "" is british english , not japanese - english . summary answer : thanks to those linguist readers who responded to my query ( 5 . 1431 , 94 / 12 / 11 ) about "" grasshopper mind , "" an expression that is entered into kenkyusha 's japanese - english and english - japanese dictionaries ( 1974 , 1980 ) and roget 's thesaurus ( 1982 ) , but apparently not found in any monolingual english dictionaries . the respondents , in alphabetical order , were : deborah milam berkley , marie egan , ted harding , steven schaufele , steve seegmiller , todd sieling , and stephen p . spackman . the inquiry asked four questions : ) do other english language reference works enter "" the grasshopper mind "" ? ) is it a varietal or dialectal term ? when was it first recorded ? are ) there analogous "" grasshoppery "" words in other languages ? ( 1 ) looking up "" grasshopper mind "" in english dictionaries is a lexicographical dead end . i ' ve checked dozens - - including old and new , standard and slang , uk and us , - - and not one enters it . some larger dictionaries record a derogatory sense of _ grasshopper _ ; e . g . , the new shorter oxford english dictionary ( 1993 ) : "" 2 . _ fig . _ a person held to resemble a grasshopper in character or behaviour ; an inconstant , flighty , or frivolous person . l16 . "" and the near-synonym "" grasshopper brain "" is webster 's third new international dictionary ( 1971 ) usage example for _ grasshopper _ meaning 3 . 2 "" light and frivolous : untouched by care for the future . "" ( 2 ) harding definitively answers the second question : ) "" grasshopper mind "" is well-known standard uk english usage . to say ) someone "" has a grasshopper mind "" means that their focus of attention ) jumps unpredictably from subject to random subject . none of the other respondents , including three widely-dispersed speakers of american english ( berkley , egan , seegmiller ) , had seen or heard this collocation , but all agreed they could readily understand what it means . in terms of _ grasshopper _ meaning ' frivolous , careless , ' the semantics of "" grasshopper mind "" are fairly self-explanatory . ( 3 ) dating the "" grasshopper mind "" coinage is moot . harding says : ) i ' m sure it 's not particularly recent in origin . . . . i ' m pretty sure it ) must be possible to trace early uses of the phrase "" grasshopper mind . "" sieling suggests checking aesop 's "" the ant and the grasshopper , "" and funk & wagnalls new standard dictionary ( 1913 ) defines _ grasshoppering _ as : "" 1 . an unsettled and unsteady course of life ; improvident living : from the fable of the grasshopper and the ant . "" ( 4 ) "" grasshopper mind "" has cross-linguistic analogues . schaufele describes it as : ) like all those complex words in german that you can't find in ) any dictionary but which are crafted for the nonce by completely ) productive strategies and are perfectly understandable to any ) reasonably-intelligent speaker of the language ( i had to coin one ) of these myself the other day , ' lehrgangsprotokoll ' , to mean what ) we mean here by a 's chool transcript ' ) . spackman thinks "" grasshopper mind "" reads like a loan translation of a foreign expression , and mentions an interesting ojibwa calque : ) the phrase "" fire stick "" which has been given in novels and movies ) to ignorant american natives is apparently a literal , morpheme-by - ) morpheme translation of the ojibwa word for a gun . except for one ) thing : it 's not stupid . "" fire "" here translates "" launch a projectile "" ) and "" stick "" is the classifier for a rigid rod . "" rigid projectile ) launcher "" is not so snappy , but a rather tighter word than "" gun "" ) do n't you think ? the semantically transparent "" grasshopper mind "" reveals a lexicographical gap between english dictionaries published in the united states and the united kingdom . while unknown to most american anglophones and familiar to many uk anglophones , lexicographers have overlooked this metaphor for orthopterous mentality . modern lexicography is benefiting from computerized corpora and machine-readable dictionaries . for instance , searching for adjectival _ grasshopper _ + noun combinations in cobuilddirect 's on-line corpus ( direct @ cobuild . collins . co . uk ) reveals three occurrences of "" grasshopper mind , "" two of "" grasshopper warbler , "" and one each of "" grasshopper leap , "" "" weather , "" and "" nijinsky . "" many dictionaries enter _ grasshopper warbler _ ( locustella naevia , characterized by its buzzing call ) but none _ grasshopper mind _ . further research is necessary . any information about this expression 's historical origins or distributional usages ( seegmiller asks about australian english ) would be gratefully welcomed . michael carr , otaru university of commerce , otaru 047 japan email carr @ canal . otaru-uc . ac . jp fax 81 + ( 0 ) 134-22 - 0467",Safe Email
996,"value meds at affordable prices new overnight delivery policy pay less for the same rx meds our site lists most of the medications you need from for pain relief to viagra for men ' s health , all of which are brand name . all medications are possible with the lowest prices we do think darvon could be effective for your pain but if your pain is caused by the cheating of your boyfriend , it is suggested that you get a new boyfriend . but there is only darvon online . new boy friend is currently not available here . we might update our inventory later . if we assume that the aminoglycoside offers more than its additional coverage the combination arm should perform as well or better than the broader spectrum lactam monotherapy with the former design we did not detect an advantage to the combination while with the latter we found an advantage to monotherapy i believe that ' s the root of the whole 1 rakkausepiikkaal 8 presidenttikin sotilasyksiknpilkattujen",Phishing Email
997,"cultural identities = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = call for papers "" rethinking identities : state , nation , culture "" asn 4th annual convention international affairs building , columbia university , ny sponsored by the harriman institute 15-17 april 1999 the annual convention of the association for the study of nationalities ( asn ) has become the premier event for the burgeoning community of scholars , journalists , and policy-makers interested in issues of national identity , ethnic conflict and state-building in the post - communist world . the convention has grown remarkably since its inception in 1996 , boasting over 450 participants and 60 panels in 1998 . it also acquired a genuine international stature , with one-third of last year 's paper-givers arriving from overseas , particularly from western and eastern europe . the central theme of the 1999 convention will revolve around questions of identities in east - central europe and the post - soviet union . special considerations will be given to inter-disciplinary panel proposals . convention panels cover the most burning issues in the field . examples from 1998 include the caspian sea and oil politics , the wars in the caucasus , kosovo , security in east - central europe , ukrainian nation - building , the osce , ethnic violence , citizenship in the baltics , the hungarian and russian - speaking diasporas , and many more . videos / films . the convention intends to show short videos ( 10-15 minutes ) , integrated into regular panels , as well as medium - and full-length videos or films , as special events . we welcome suggestions and proposals for videos and films focussing on east - central europe or the former soviet union . all correspondence should be sent to the program chair , dominique arel ( address below ) . location . as has been the case since the beginning , the convention will be hosted by the harriman institute at columbia university , in the international affairs building , 420 w . 118th st . , new york . schedule . the convention will begin on thursday , april 15th , at 1 pm , and ends saturday , april 17th in early evening . contrary to previous years , there will be no panels on sunday , and the dates do not coincide with the jewish and orthodox religious holidays , which take place earlier in the month . panel / roundtable / roundtable proposals . there is no particular application form to fill out . the vast majority of proposals were e-mailed to the program chair last year , but proposals sent by fax or regular mail are also accepted . for instructions on the proposals , see the "" application information "" below . all proposals must be sent to the program chair , dominique arel ( address below ) . registration . registration fees are $ 25 for asn members , $ 40 for non - members ( $ 20 for east european non - members ) and $ 10 for students . registration will be waived for students if they become first-time asn members ( at the student rate of $ 25 ) . all panel participants have to register by march 18th , 1998 . membership subscription to asn . a yearly membership to asn is $ 45 , and $ 25 for students . members receive the quarterly nationalities papers , analysis of current events ( ace ) , the bi-annual asnews , and a registration discount at the asn annual convention . beginning in 1999 , asn members will also have the option of subscribing to europe - asia studies at the cut-rate of $ 52 yearly . membership forms are available at the asn head office , c / o oded eran ( see address below ) . funding . participants are responsible for seeking their own funds to cover all travel and accommodation costs . asn is unable to assist participants financially , including applicants from eastern europe . accommodation . asn has a list of several recommended hotels , some in the $ 55 - $ 75 price range , others in the $ 100-120 area . for further information , please contact the convention coordinator oded eran ( address below ) . advertisements / exhibitors . several dozen companies had exhibits and / or advertised in the convention program in 1998 . due to considerations of space , advertisers and exhibitors are encouraged to place their order early . for information , please contact the convention coordinator oded eran ( address below ) . web site . our web site will soon provide continuously updated information on the asn convention : < http : / / library . pace . edu / asn . we look forward to seeing you at the convention ! dominique arel , program chair oded eran , convention coordinator application information asn is accepting proposals for panels , roundtables , or individual papers . there is no particular form to fill out . proposals can be emailed ( preferably ) , faxed or mailed to the program chair ( address below ) . proposals for panels with presentations based on papers must include : * a chair , no more than three paper-givers and a discussant * the title of the panel and of the three papers * the affiliation , postal address , telephone , fax , and email ( very important ) of all participants * a one-paragraph cv of the participants proposals for roundtables must include : * a chair and no more than four presentors * the title of the roundtable * the affiliation , postal address , telephone , fax , and email ( very important ) of all participants * a one-paragraph cv of the participants proposals for individual papers must include : * the title and a one - or two-paragraph abstract of the paper * the affiliation , postal address , telephone , fax , and email ( very important ) of the applicant * a one-paragraph cv of the applicant if audio-visual equipment is required , please indicate so . as before , applicants must abide by three golden rules : * no participant may be listed more than once on a given panel or roundtable * no participant may present more than one paper at the convention * no participant may appear more than twice in the convention program the proposals must be sent to dominique arel ( address below ) . email applications are accepted . deadline for proposals : 10 december 1998 dominique arel asn convention program chair watson institute brown university , box 1970 two stimson ave . providence , ri 02912 401 863 9296 tel 401 863 1270 fax darel @ brown . edu oded eran asn convention coordinator harriman institute columbia u . 1215 iab , columbia university 410 w . 118th st . new york , ny 10027 212 854 6239 tel 212 666 3481 fax asn @ columbia . edu = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =",Safe Email
998,schedulec - dailyo 301 . xls the enclosed file contains the month - to - date schedule c items for your viewing .,Safe Email
999,"tone grammar none of the examples mentioned in john cowan 's recent posting summarizing responses on this topic appears to involve a language that uses language solely to mark grammatical as opposed to lexical distinctions . which makes one wonder about stress . does anybody know of an example of a language in which stress is distinctive but only used to mark grammatical categories . i have some possible examples in mind but these need some further reflection , so if anybody has clear examples , i for one would be interested ( the examples i am thinking of , which i am not too sure about , would involve tongan and perhaps persian ) .",Safe Email
1000,$ name nlpeople my 12 year old can make money with this software ! and she is ! free download at : http : / / members . tripod . com / ~ business _ opps _ 2 / psa1 . htm,Phishing Email
1001,"meter 74 , december bridgeback error daren : i have an error for transco bammel for that 20 . 0 / day on days 23 through 27 - do you change the volumes as they are sent back ? the volumes are : 23 133 24 20783 25 20738 26 20787 27 20123 thanks ! charlotte ps i have to be clear by noon tomorrow . . . . . . . . . . . . . . . . . . . . . . . . .",Safe Email
1002,start shopping at costco today with a complimentary gold membership . ( area ) start shopping at costco today with a free gold membership . we ' re giving away gold memberships in your area now . akfgbtfz,Phishing Email
1003,"bisfai ' 95 call for papers - - second announcement * * * * * * call for papers - - second announcement * * * * * * bisfai ' 95 the fourth bar - ilan symposium on foundations of artificial intelligence focusing on natural languages and artificial intelligence philosophical and computational aspects commemorating the scientific works of yehoshua bar - hillel ( 1915-1975 ) june 20-22 , 1995 ramat - gan and jerusalem , israel organized by bar - ilan university , ramat - gan and hebrew university , jerusalem in cooperation with american association for artificial intelligence israel association for artificial intelligence the association for mathematics of language israeli association for theoretical linguistics the symposium will focus on natural language in artificial intelligence but will retain its broad scope , and welcomes high quality research papers in various areas of artificial intelligence , including machine learning , automated reasoning , knowledge representation , neural nets , etc . distinguished invited speakers ( include ) : - - robert berwick ( mit ) - - aravind joshi ( upenn ) - - hans kamp ( stuttgart university ) - - sergei nirenburg ( nmsu ) - - naftaly tishby ( hebrew university ) - - hans uszkoreit ( saarlandes university ) paper submission : submit three copies of extended abstract ( 4-10 pages ) , or full paper , by 1st february 1995 , to : dr . moshe koppel , dept of mathematics and computer science , bar - ilan university , ramat - gan , 52900 , israel . e - mail : koppel @ bimacs . cs . biu . ac . il authors will be notified of acceptance by 20th march 1995 . a final version of the accepted papers will be published in a proceedings volume . information on registration , accommodations , etc . , will appear in future announcements , or contact : bisfai @ bimacs . cs . biu . ac . il symposium chair m . golumbic ( bar - ilan u . ) program co - chairs e . shamir ( hebrew u . ) m . koppel ( bar - ilan u . ) program committee e . shamir ( hebrew u . ) m . koppel ( bar - ilan u . ) y . choueka ( bar - ilan u . ) i . dagan ( bar - ilan u . ) e . doron ( hebrew u . ) m . elhadad ( ben gurion u . ) n . francez ( technion ) d . gabbay ( imperial college ) b . grosz ( harvard u . ) a . kasher ( tel - aviv u . ) s . kraus ( bar - ilan u . ) d . lehmann ( hebrew u . ) l . manevitz ( haifa u . ) j . pearl ( u . c . l . a . ) d . radzinski ( tovna ltd . ) m . richter ( u . kaiserslautern ) w . savitch ( u . c . s . d . ) o . stock ( irst , italy ) s . ullman ( weizmann inst . ) organizing chair a . frank ( bar - ilan u . ) organizing committee i . dagan ( bar - ilan u . ) r . cohen ( hebrew u . ) m . fisch ( tel - aviv u . ) ariel j . frank deputy chairperson , dept . of mathematics and computer science bar ilan university , ramat gan , israel 52900 tel : ( 972 - 3 - ) 5318407 / 8 , fax : ( 972 - 3 - ) 5353325 amix ( israeli unix user group ) former chairperson tel : ( 972 - 3 - ) 715770 / 2 , fax : ( 972 - 3 - ) 5744374 bitnet : ariel @ bimacs ( also f68388 @ barilan ) internet : ariel @ bimacs . cs . biu . ac . il",Safe Email
1004,"> Before we get too far down this road, what do people think of creating a
> spambayes package containing classifier and tokenizer?  This is just to
> minimize clutter in site-packages.Too early IMO (if you mean to leave the various other tools out of
it).  If and when we package this, perhaps we should use Barry's trick
from the email package for making the package itself the toplevel dir
of the distribution (rather than requiring an extra directory level
just so the package can be a subdir of the distro).--Guido van Rossum (home page: http://www.python.org/~guido/)",Safe Email
1005,"URL: http://www.newsisfree.com/click/-2,8418833,215/
Date: 2002-10-01T04:33:51+01:00*Money:* Up to 70,000 former Equitable Life policyholders could be in line for 
compensation as a result of mis-selling of policies.
",Safe Email
1006,"bonds the difference is $ 4 , 391 . you can send more if you would like to add to the tax - free money fund . thank you keith hazlewood edward jones p . o . box 9479 the woodlands , tx 77387",Safe Email
1007,"quick delivery prescripiton drvgs inscrutable robinson kickback switzer need a prescribed medication ? we have it ! whatever you need , we have it ! quick and inexpensive ! and the costs are very low ! stop receiving promotional material now brief expansible fresco clapeyron cranford",Phishing Email
